query	class
my training for next month	1
.net lead with 2-7 years of experience	0
list all my recommended events I am organizing on this Saturday	1
my project event I am organizing for this month	1
my courses between 1st of May and 2nd of December	0
oracle developers in oracle	0
what are all the trainings	1
java competencie on 21st April	0
IBelong workshop in mumbai on Monday	1
architects in java	0
designers with 2-7 years of experience in oracle	0
scala related competencies	0
list all training in newyork on Monday	1
IBelong workshop in Chennai on thursday	1
UI workshop in mumbai for this month	1
what are all my recommended workshop in bangalore tomorrow	1
Hub conference in newyork on thursday	1
oracle best practice for next week	0
what are all my closed tasks on Monday	0
list all my open risk for next week	0
developer with 5 years of experience in scala	0
.net trainings on this Saturday	1
Hub corporate in Chennai for this week	1
Python workshop I am participating on thursday	1
list all my open apricot on Monday	0
list all training I am participating From 17th April and 1st of May	1
competencie in oracle today	0
my trainings I am participating today	1
Hub conference I am organizing tomorrow	1
Hub workshop in Chennai tomorrow	1
d&i conference happening in chennai tomorrow	1
my course today	0
list all workshop in newyork today	1
list all my recommended workshop I am organizing tomorrow	1
my project training happening in chennai for this month	1
java related lessons learnts on 21st April	0
white papers published in java on 21st April	0
course in oracle for next month	0
list all the proposals on thursday	0
Hub trainings in Chennai for next week	1
Python celebration in Chennai between 1st of May and 2nd of December	1
my project apricot on this Saturday	0
what are all the proposal on Monday	0
list all my celebration in bangalore for this month	1
my celebrations in Chennai on next tuesday	1
SAP experts in oracle	0
my project celebrations in london on this Saturday	1
list all celebration in newyork tomorrow	1
architect with 5 years of experience in ajax	0
list all my project events I am speaking on 21st April	1
my project risks on Monday	0
what are all my upcoming training for next week	1
scala lessons learnts for next week	0
architects with 2-7 years of experience	0
white paper in ajax on 21st April	0
IBelong workshops I am participating	1
list all the best practice for next week	0
Python workshops in london on this Saturday	1
SCALA workshops I am participating on next tuesday	1
oracle workshops in newyork on 21st April	1
what are all my initiated tasks tomorrow	0
developer with experience less than 10 years in scala	0
scala competencie tomorrow	0
list all my initiated risks for next month	0
my project risk on thursday	0
scala white paper today	0
developer with experience more than 3 years in scala	0
SCALA corporates in london on this Saturday	1
proposals today	0
best practices in ajax on wednesday	0
java corporate I am organizing on Monday	1
java trainings on Monday	1
lessons learnt available in scala for next month	0
competencies in ajax tomorrow	0
SCALA workshops for next month	1
scala leads in oracle	0
case studie available in scala for next week	0
what are all my recommended corporates in bangalore on 21st April	1
list all my project events in mumbai today	1
java lessons learnt	0
proposal in ajax today	0
java related training on this Saturday	1
.net architects in scala	0
list all my initiated task on Monday	0
competencie published in java on thursday	0
developers with experience less than 10 years in oracle	0
list all my project corporate in newyork today	1
risks today	0
ajax proposals on 21st April	0
architects in ajax with 5 years of experience	0
SCALA event in london between 1st of May and 2nd of December	1
UX celebration in bangalore for this month	1
UI event in mumbai for next week	1
workshops today	1
oracle expert with experience less than 10 years	0
my proposal tomorrow	0
java event in mumbai tomorrow	1
UI conferences I am participating for next week	1
list all my corporates happening in chennai between 1st of May and 2nd of December	1
my workshop in london on 21st April	1
Hub trainings in london for this week	1
Python workshops I am speaking	1
oracle conference I am speaking for this month	1
Python events in Chennai on thursday	1
SAP proposal on this Saturday	0
experts in oracle with experience more than 3 years	0
experts in ajax with 5 years of experience	0
my project event in Chennai for this week	1
oracle conference I am participating tomorrow	1
SAP best practices	0
who are all the leads in scala	0
list all my in progress issue tomorrow	0
.net best practices for next week	0
my corporate for this week	1
list all the competencie for next month	0
scala developer in ajax	0
scala related case studies for this week	0
what are all the white paper	0
IBelong celebration in mumbai on wednesday	1
iOS designer with experience more than 3 years	0
oracle celebration happening in chennai on thursday	1
scala proposals	0
SAP courses between 1st of May and 2nd of December	0
java case studies	0
list all my closed apricot between 1st of May and 2nd of December	0
list all my workshops in Chennai on wednesday	1
list all my open issues on thursday	0
UX architects in ajax	0
SCALA training on 21st April	1
java related proposal between 1st of May and 2nd of December	0
java workshops in london for next month	1
list all my upcoming celebrations happening in chennai on thursday	1
UI celebrations in mumbai for this month	1
list all my initiated apricot between 1st of May and 2nd of December	0
